Go.	Gå!
Keep your eyes open.	Hold øjnene åbne.
Let me eat in peace.	Lad mig spise i fred.
Let's call it a day.	Lad os kalde det en dag.
Let's hope it works.	Lad os håbe det virker.
Let's make it brief.	Lad os gøre det kort.
Let's sing together.	Lad os synge sammen.
Let's try something.	Lad os prøve noget.
Love is not a crime.	Kærlighed er ingen forbrydelse.
Mary is my fiancée.	Mary er min forlovede.
Mary is very pretty.	Mary er meget smuk.
Maybe Tom was right.	Måske havde Tom ret.
Monkeys climb trees.	Aber klatrer i træer.
More coffee, please.	Mere kaffe, tak.
Must I write in ink?	Skal jeg skrive med blæk?
My boss is an idiot.	Min chef er en idiot.
My cat loves shrimp.	Min kat elsker rejer.
My head still hurts.	Jeg har stadig ondt i hovedet.
My name is Tom, too.	Mit navn er også Tom.
My real name is Tom.	Mit rigtige navn er Tom.
My room key, please.	Jeg vil gerne have nøglen til mit værelse.
My tea is too sweet.	Min te er for sød.
My trousers are wet.	Mine bukser er våde.
My wife is a doctor.	Min kone er læge.
No one ate anything.	Ingen spiste noget.
No one will survive.	Ingen vil overleve.
No, that's not true.	Nej, det er ikke sandt.
Nobody did anything.	Ingen gjorde noget.
Nobody speaks to me.	Ingen taler til mig.
Only Tom knows that.	Kun Tom ved det.
Ostriches can't fly.	Strudse kan ikke flyve.
Our team is winning.	Vores hold vinder.
Our team is winning.	Vort hold vinder.
Please wish me luck.	Ønsk mig held og lykke.
Rambo doesn't exist.	Rambo eksisterer ikke.
Send the bill to me.	Send regningen til mig.
She baked me a cake.	Hun bagte en kage til mig.
She baked me a cake.	Hun bagte mig en kage.
She came out on top.	Hun kom igennem til sidst.
She has 2,000 books.	Hun har to tusind bøger.
She has a white cat.	Hun har en hvid kat.
She has convulsions.	Hun har kramper.
She has few friends.	Hun har få venner.
She has gone abroad.	Hun er taget til udlandet.
She has no brothers.	Hun har ingen brødre.
She is a chatterbox.	Hun er et sludrechatol.
She rubbed her eyes.	Hun gned sine øjne.
She speaks too much.	Hun taler for meget.
She still loves him.	Hun elsker ham stadig.
She works in a bank.	Hun arbejder i en bank.
She's a blonde girl.	Hun er en blond pige.
She's a born artist.	Hun er en født kunstner.
She's a modern girl.	Hun er en moderne pige.
She's gonna kill me.	Hun vil slå mig ihjel.
Sing me a love song.	Syng mig en sang om kærlighed.
Something's missing.	Der mangler noget.
Take a few days off.	Tag et par dage fri.
Take a look at that.	Tag et kig på det der.
Take off your shoes.	Tag dine sko af.
Thailand is in Asia.	Thailand ligger i Asien.
Thank you for today.	Tak for i dag.
Thanks for the soup.	Tak for suppen.
That didn't help us.	Det hjalp os ikke.
That doesn't matter.	Det er lige meget.
That dress is cheap.	Den kjole er billig.
That isn't possible.	Det er ikke muligt.
That rarely happens.	Det sker sjældent.
That wasn't so hard.	Det var ikke så svært.
That won't help you.	Det vil ikke hjælpe dig.
That's a blue house.	Det er et blåt hus.
That's my intention.	Det er min intention.
That's my intention.	Det er min hensigt.
That's not my fault.	Det er ikke min skyld.
That's very helpful.	Det er meget nyttigt.
That's why I called.	Det er derfor jeg ringede.
That's why Tom came.	Det er derfor Tom kom.
That's your problem.	Det er dit problem.
The apples are ripe.	Æblerne er modne.
The baby's sleeping.	Babyen sover.
The baby's sleeping.	Spædbarnet sover.
The baby's sleeping.	Babyen ligger og sover.
The baby's sleeping.	Spædbarnet ligger og sover.
The bicycle is mine.	Cyklen er min.
The car didn't stop.	Bilen standsede ikke.
The cat is sleeping.	Katten sover.
The computer is new.	Computeren er ny.
The concert is over.	Koncerten er ovre.
The dog is sleeping.	Hunden sover.
The doghouse is new.	Hundehuset er nyt.
The fish smells bad.	Fisken lugter dårligt.
The fridge is empty.	Køleskabet er tomt.
The idea is not new.	Ideen er ikke ny.
The moon is shining.	Månen skinner.
The police are here.	Politiet er her.
The question is how.	Spørgsmålet er hvordan.
The question is who.	Spørgsmålet er hvem.
The question is why.	Spørgsmålet er hvorfor.
The server was down.	Serveren var nede.
The ship is sinking.	Skibet synker.
The snow has melted.	Sneen er smeltet.
The socks smell bad.	Sokkerne stinker.
The website is down.	Hjemmesiden er nede.
The wind is howling.	Vinden hyler.
There comes the bus.	Der kommer bussen.
There's no one here.	Der er ikke nogen her.
There's no one here.	Der er ingen her.
These are our books.	De her er vores bøger.
These books are new.	Disse bøger er nye.
They are Christians.	De er kristne.
They came last week.	De kom i sidste i uge.
They can't hear you.	De kan ikke høre dig.
They must be hungry.	De må være sultne.
They must be hungry.	De er helt sikkert sultne.
They need the money.	De har brug for pengene.
They won't find you.	De finder dig ikke.
They won't find you.	De finder jer ikke.
This apple is sweet.	Dette æble er sødt.
This bird can't fly.	Denne fugl kan ikke flyve.
This can't be right.	Det her kan ikke være rigtigt.
This drawer's stuck.	Denne skuffe binder.
This drawer's stuck.	Denne skuffe sidder fast.
This is a big house.	Dette er et stort hus.
This is a big house.	Det her er et stort hus.
This is a bit scary.	Dette er en smule skræmmende.
This is a new model.	Dette er en ny model.
This is an ice cube.	Dette er en isterning.
This is my umbrella.	Dette er min paraply.
This is their house.	Dette er deres hus.
This makes no sense.	Dette giver ingen mening.
This paper is rough.	Dette papir er groft.
This paper is rough.	Dette papir er ru.
This was my mistake.	Det var min fejl.
Those are our books.	De bøger er vores.
Throw down your gun.	Smid din pistol!
Throw down your gun.	Smid dit skydevåben!
Tokyo is a big city.	Tokyo er en stor by.
Tom became a doctor.	Tom blev læge.
Tom bought a hybrid.	Tom købte en hybridbil.
Tom bought a hybrid.	Tom har købt en hybridbil.
Tom brought flowers.	Tom bragte blomster.
Tom brought flowers.	Tom havde blomster med.
Tom can't sing well.	Tom er ikke god til at synge.
Tom cried all night.	Tom græd hele natten.
Tom cried all night.	Tom har grædt hele natten.
Tom did a cartwheel.	Tom slog en vejrmølle.
Tom didn't hesitate.	Tom tøvede ikke.
Tom didn't know why.	Tom vidste ikke hvorfor.
Tom does everything.	Tom gør alt.
Tom drinks too much.	Tom drikker for meget.
Tom faked his death.	Tom fingerede sin egen død.
Tom found your keys.	Tom har fundet dine nøgler.
Tom found your keys.	Tom fandt dine nøgler.
Tom has 12 siblings.	Tom har 12 søskende.
Tom has a black dog.	Tom har en sort hund.
Tom has a black eye.	Tom har et blåt øje.
Tom has a pedometer.	Tom har en skridttæller.
Tom has been robbed.	Tom er blevet røvet.
Tom has passed away.	Tom er gået bort.
Tom hates Christmas.	Tom hader julen.
Tom hates your guts.	Tom hader dig som pesten.
Tom is Mary's uncle.	Tom er Marys onkel.
Tom is a bad driver.	Tom er en dårlig chauffør.
Tom is a bad driver.	Tom er en dårlig bilist.
Tom is a psychopath.	Tom er en psykopat.
Tom is a stonemason.	Tom er stenhugger.
Tom is an old miser.	Tom er en gammel gnier.
Tom is at the beach.	Tom er på stranden.
Tom is hypocritical.	Tom er hyklerisk.
Tom is in the attic.	Tom er på loftet.
Tom is lying in bed.	Tom ligger i sengen.
Tom is old and deaf.	Tom er gammel og døv.
Tom is on the beach.	Tom er på stranden.
Tom is texting Mary.	Tom sms'er til Mary.
Tom is texting Mary.	Tom SMS'er til Mary.
Tom is unscrupulous.	Tom er skruppelløs.
Tom is unscrupulous.	Tom er hensynsløs.
Tom isn't a suspect.	Tom er ikke mistænkt.
Tom isn't a suspect.	Tom er ikke mistænkt i sagen.
Tom isn't answering.	Tom svarer ikke.
Tom laughed at Mary.	Tom lo ad Mary.
Tom laughed at Mary.	Tom lo af Mary.
Tom lay on his back.	Tom lå på ryggen.
Tom likes spaghetti.	Tom kan lide spaghetti.
Tom lost his memory.	Tom mistede hukommelsen.
Tom lost his temper.	Tom kom op i det røde felt.
Tom lost his temper.	Temperamentet løb af med Tom.
Tom loves Australia.	Tom elsker Australien.
Tom must've done it.	Tom må have gjort det.
Tom must've escaped.	Tom må være undsluppet.
Tom must've seen it.	Tom må have set det.
Tom needs some cash.	Tom har brug for nogle kontanter.
Tom never confessed.	Tom tilstod aldrig.
Tom nodded silently.	Tom nikkede tavst.
Tom ordered a drink.	Tom bestilte en drink.
Tom overslept again.	Tom sov over sig igen.
Tom overslept again.	Tom sov igen for længe.
Tom raised the flag.	Tom hejste flaget.
Tom raised the flag.	Tom hejsede flaget.
Tom rides a bicycle.	Tom cykler.
Tom rolled the dice.	Tom kastede terningen.
Tom rolled the dice.	Tom har kastet terningen.
Tom sat on the curb.	Tom sad på kantstenen.
Tom sells computers.	Tom sælger computere.
Tom signed his name.	Tom skrev sit navn.
Tom slept till dawn.	Tom sov til daggry.
Tom started driving.	Tom begyndte at køre.
Tom started running.	Tom begyndte at løbe.
Tom stole your bike.	Tom stjal din cykel.
Tom totaled his car.	Tom totalskadede sin bil.
Tom was fast asleep.	Tom sov fast.
Tom wears silk ties.	Tom går med silkeslips.
Tom worked overtime.	Tom har arbejdet over.
Tom works at a bank.	Tom arbejder i en bank.
Tom works in a bank.	Tom arbejder i en bank.
Tom works part-time.	Tom arbejder på deltid.
Tom would hate that.	Tom ville hade det.
Tom's cup was empty.	Toms kop var tom.
Tom's eavesdropping.	Tom lytter i smug.
Tom's eyes are blue.	Toms øjne er blå.
Tom's eyes are shut.	Tom øjne er lukkede.
Tom's room is empty.	Toms værelse er tomt.
Tom's tie is yellow.	Toms slips er gult.
Translate this text.	Oversæt denne tekst.
Try to act your age.	Opfør dig alderssvarende.
Wait until tomorrow.	Vent til i morgen.
Wake me up at eight.	Væk mig klokken otte.
Wash the vegetables.	Vask grønsagerne.
Wash the vegetables.	Vask grøntsagerne.
We all like cycling.	Vi kan alle lide at cykle.
We all speak French.	Vi taler alle fransk.
We both love poetry.	Vi elsker begge poesi.
We can't drink milk.	Vi kan ikke drikke mælk.
We don't have a car.	Vi har ingen bil.
We don't have a car.	Vi har ikke bil.
We don't have sugar.	Vi har ikke sukker.
We have a job to do.	Vi har et arbejde der skal gøres.
We have enough food.	Vi har mad nok.
We have to act fast.	Vi må handle hurtigt.
We have to act fast.	Vi skal handle hurtigt.
We must act quickly.	Vi må handle hurtigt.
We must act quickly.	Vi skal handle hurtigt.
We need a volunteer.	Vi har brug for en frivillig.
We often play chess.	Vi spiller tit skak.
We ran out of money.	Vi løb tør for penge.
We want to help you.	Vi ønsker at hjælpe dig.
We washed our hands.	Vi vaskede hænderne.
We went for a drive.	Vi kørte en tur.
We'll send somebody.	Vi vil sende en eller anden.
We're all Canadians.	Vi er alle canadiere.
We're among friends.	Vi er mellem venner.
We're eating apples.	Vi spiser æbler.
What a lovely dress!	Sikke en dejlig kjole!
What are you hiding?	Hvad skjuler du?
What are you saying?	Hvad siger du?
What are you saying?	Hvad er det du siger?
What did you expect?	Hvad havde du forventet?
What does that mean?	Hvad betyder det?
What does this mean?	Hvad betyder det?
What don't you have?	Hvad har du ikke?
What if Tom says no?	Hvad hvis Tom siger nej?
What lovely weather!	Sikke et herligt vejr!
What would you like?	Hvad ønsker du?
What's in it for me?	Hvad får jeg ud af det?
What's in it for me?	Hvad er der i det for mig?
What's the big idea?	Hvad er meningen?
What's the time now?	Hvad er klokken nu?
When will you leave?	Hvornår tager du af sted?
Where are they from?	Hvor kommer de fra?
Where are those two?	Hvor er de to?
Where are you going?	Hvor skal du hen?
Where are your keys?	Hvor er dine nøgler?
Where are your kids?	Hvor er dine børn?
Where are your kids?	Hvor er jeres børn?
Where can we buy it?	Hvor kan vi købe det?
Where have you been?	Hvor har du været?
Where is her family?	Hvor er hendes familie?
Where is his family?	Hvor er hans familie?
Where is the bridge?	Hvor er broen?
Where is the toilet?	Hvor er toilettet?
Where is your house?	Hvor er dit hus?
Where were you born?	Hvor blev du født?
Where's the airport?	Hvor ligger lufthavnen?
Where's the kitchen?	Hvor er køkkenet?
Where's the library?	Hvor er biblioteket?
Where's your friend?	Hvor er din ven?
Where's your jacket?	Hvor er din jakke?
Where's your mother?	Hvor er din mor?
Where's your school?	Hvor er din skole?
Where's your school?	Hvor er jeres skole?
Where's your school?	Hvor ligger din skole?
Where's your school?	Hvor ligger jeres skole?
White bread, please.	Hvidt brød, tak.
Who am I talking to?	Hvem taler jeg med?
Who ate up the cake?	Hvem har spist kagen?
Who did Tom go with?	Hvem gik Tom med?
Who is your teacher?	Hvem er din lærer?
Who stole the apple?	Hvem stjal æblet?
Who stole the apple?	Hvem har stjålet æblet?
Who wrote this book?	Hvem skrev denne bog?
Whose fault is that?	Hvis skyld er det?
Why are you so busy?	Hvorfor har du så travlt?
Why did he run away?	Hvorfor løb han væk?
Why did this happen?	Hvorfor skete det her?
Why is Tom not here?	Hvorfor er Tom ikke her?
Why is Tom out here?	Hvorfor er Tom herude?
Why is it important?	Hvorfor er det vigtigt?
Why is the sky blue?	Hvorfor er himmelen blå?
Why worry about Tom?	Hvorfor bekymre sig om Tom?
Yesterday I was ill.	I går var jeg syg.
You all are useless.	I er alle unyttige.
You always say that.	Det siger du altid.
You are a good cook.	Du er en god kok.
You aren't Canadian.	Du er ikke canadisk.
You broke the rules.	Du brød reglerne.
You can change that.	Du kan ændre det.
You can change that.	Det kan du ændre.
You can count on me.	Du kan regne med mig.
You can count on me.	I kan regne med mig.
You can't swim here.	Du kan ikke svømme her.
You can't trust Tom.	Du kan ikke stole på Tom.
You can't wear that.	Du kan ikke have det på.
You could let us go.	Du kan lade os gå.
You could let us go.	Du kan lade os tage af sted.
You don't work here.	Du arbejder ikke her.
You don't work here.	I arbejder ikke her.
You guys are no fun.	I er ikke sjove.
You guys were lucky.	I har været heldige.
You have good ideas.	Du har gode indfald.
You have good ideas.	Du har gode ideer.
You have three cars.	Du har tre biler.
You know who I mean.	Du ved hvem jeg mener.
You look good today.	Du ser godt ud i dag.
You look like a cop.	Du ligner en strømer.
You look like a cop.	Du ligner en strisser.
You look like a cop.	Du ligner en betjent.
You look like a cop.	Du ligner en politimand.
You look like a cop.	Du ligner en politibetjent.
You look really hot.	Du ser virkelig sexet ud.
You must be careful.	Du skal være forsigtig.
You ran a red light.	Du har kørt over for rødt lys.
You ran a red light.	Du kørte over for rødt lys.
You will need a key.	I får brug for en nøgle.
You will need a key.	Du får brug for en nøgle.
You're in bad shape.	Du er i dårlig form.
You're looking good!	Du ser godt ud!
You're not Canadian.	Du er ikke canadisk.
You're not Canadian.	I er ikke canadiske.
You're so beautiful!	Du er så smuk!
You're the only one.	Du er den eneste.
You're very curious.	Du er meget nysgerrig.
Your shoes are here.	Jeres sko er her.
Your shoes are here.	Dine sko er her.
Your shoes are here.	Her er dine sko.
Your zipper is open.	Din lynlås er åben.
Your zipper is open.	Din lynlås står åben.
A cat has nine lives.	En kat har ni liv.
Am I handsome or not?	Er jeg smuk eller ej?
Am I under suspicion?	Er jeg under mistanke?
Apes are intelligent.	Aber er intelligente.
Apes are intelligent.	Menneskeaber er intelligente.
Apples grow on trees.	Æbler vokser på træer.
Are those my glasses?	Er de der mine briller?
Are you able to swim?	Kan du svømme?
Are you almost ready?	Er du ved at være klar?
Are you almost ready?	Er I snart klare?
Are you going or not?	Går du eller ej?
Baby teeth are sharp.	Babytænder er skarpe.
Beauty is subjective.	Skønhed er subjektivt.
Blow out the candles.	Blæs lysene ud!
Both dogs are asleep.	Begge hunde sover.
Bring me a dry towel.	Hent mig en tør håndklæde.
Buy the full version.	Køb den fulde version.
Call Tom immediately.	Ring straks til Tom.
